facility_name,facility_name_english,facility_name_display,facility_type_standard,longitude,latitude,has_original_name,coordinates_valid,location_precision
كيرا لايف,Kira Live,Kira Live,pharmacy,32.5762012,15.5768783,TRUE,TRUE,high
مستشفى مورني,Mornay Hospital,Mornay Hospital,hospital,22.8760659,12.948808,TRUE,TRUE,high
مستشفى,hospital,hospital,hospital,32.949095,14.1527973,TRUE,TRUE,high
مستشفى,hospital,hospital,hospital,33.0226014,14.2251635,TRUE,TRUE,high
مستشفى,hospital,hospital,hospital,22.1589333,12.7097033,TRUE,TRUE,high
مستشفى النساء والتوليد,Obstetrics and Gynecology Hospital,Obstetrics and Gynecology Hospital,hospital,22.4677324,13.4703577,TRUE,TRUE,high
مستشفى فوربرنقا الريفي,Forbaranga Rural Hospital,Forbaranga Rural Hospital,hospital,22.6027763,12.1220002,TRUE,TRUE,high
مستشفي ارارا,Arara Hospital,Arara Hospital,hospital,22.1652354,12.7276373,TRUE,TRUE,high
مستشفى حراء,Hira Hospital,Hira Hospital,hospital,32.5428423,15.5851709,TRUE,TRUE,high
مستشفى المحس الرقيبة,Al-Mahs Al-Raqiba Hospital,Al-Mahs Al-Raqiba Hospital,hospital,33.2238604,15.0976819,TRUE,TRUE,high
مستشفي الحصاحيصا التعليمي,Al-Hasahissa Teaching Hospital,Al-Hasahissa Teaching Hospital,hospital,33.2983151,14.7299751,TRUE,TRUE,high
مستشفى الذرة,Corn Hospital,Corn Hospital,hospital,32.5295667,15.5975651,TRUE,TRUE,high
مركز السلام للبصريات,Al Salam Optical Center,Al Salam Optical Center,hospital,32.5311687,15.5885231,TRUE,TRUE,high
مركز الاستشارات الجلدية,Dermatology Consultation Center,Dermatology Consultation Center,hospital,32.5310686,15.6017758,TRUE,TRUE,high
مركز بروقريس الطبي,Progress Medical Center,Progress Medical Center,hospital,32.4879997,15.5185415,TRUE,TRUE,high
حوادث مستشفي بحري,Marine hospital accidents,Marine hospital accidents,hospital,32.5277753,15.6249741,TRUE,TRUE,high
مستشفى الراقي الجامعي,Al-Raqi University Hospital,Al-Raqi University Hospital,hospital,32.5892103,15.5255143,TRUE,TRUE,high
مستشفى الضعين التعليمي,Al Daein Teaching Hospital,Al Daein Teaching Hospital,hospital,26.1254655,11.4631048,TRUE,TRUE,high
مستشفى البلك التعليمي,Al-Balk Teaching Hospital,Al-Balk Teaching Hospital,hospital,32.4805958,15.67806,TRUE,TRUE,high
مستشفى مروي العسكري,Marawi Military Hospital,Marawi Military Hospital,hospital,31.8280063,18.4845663,TRUE,TRUE,high
مجمع عيادات برج المأوى,Burj Al Mawi Clinics Complex,Burj Al Mawi Clinics Complex,hospital,32.4865648,15.7414531,TRUE,TRUE,high
مركز زين الطبي,Zain Medical Center,Zain Medical Center,hospital,32.5292426,15.5993861,TRUE,TRUE,high
مستشفى حاج الصافي التعليمي,Haj Al Safi Teaching Hospital,Haj Al Safi Teaching Hospital,hospital,32.5315628,15.651063,TRUE,TRUE,high
مستشفى عطبرة التشخيصي,Atbara Diagnostic Hospital,Atbara Diagnostic Hospital,hospital,33.9759166,17.7007231,TRUE,TRUE,high
مركز الخرطوم التخصصي للاورام,Khartoum Specialized Center for Oncology,Khartoum Specialized Center for Oncology,hospital,32.5349506,15.6035021,TRUE,TRUE,high
مستشفى البحيرة,Buhaira Hospital,Buhaira Hospital,hospital,32.4981902,15.645316,TRUE,TRUE,high
مستشفى المنيرة الجراحي,Al-Mounira Surgical Hospital,Al-Mounira Surgical Hospital,hospital,32.5294018,15.5986224,TRUE,TRUE,high
مستشفى عطبرة التعليمي,Atbara Teaching Hospital,Atbara Teaching Hospital,hospital,33.9771134,17.7016016,TRUE,TRUE,high
مستشفى الامراض الجلديه والتناسليه,Dermatology and Venereology Hospital,Dermatology and Venereology Hospital,hospital,32.4939567,15.641767,TRUE,TRUE,high
مركز صحي البطاحين,Al-Batahin Health Center,Al-Batahin Health Center,hospital,32.6092137,15.6338602,TRUE,TRUE,high
مركز البقعة لغسيل الكلى,Al Baqaa Dialysis Center,Al Baqaa Dialysis Center,hospital,32.482415,15.6410736,TRUE,TRUE,high
مستشفى السكري بحري,Bahri Diabetes Hospital,Bahri Diabetes Hospital,hospital,32.5245688,15.6365651,TRUE,TRUE,high
مستشفى أبو عنجه امدرمان,"Abu Anja Hospital, Omdurman","Abu Anja Hospital, Omdurman",hospital,32.4739258,15.6277862,TRUE,TRUE,high
مستشفى الوفاق القطري,Al-Wefaq Qatari Hospital,Al-Wefaq Qatari Hospital,hospital,30.8068621,18.1702616,TRUE,TRUE,high
مركز صحي تمبس,Temps Health Center,Temps Health Center,hospital,30.3946692,19.7112135,TRUE,TRUE,high
مستشفى بورتسودان الرئيسي,Port Sudan Main Hospital,Port Sudan Main Hospital,hospital,37.2160106,19.6198118,TRUE,TRUE,high
مستشفي مذر كير,Mother Care Hospital,Mother Care Hospital,hospital,37.2254119,19.6195109,TRUE,TRUE,high
الصندوق القومي للتأمين الصحي الولايات,National Health Insurance Fund states,National Health Insurance Fund states,hospital,32.5296415,15.6031131,TRUE,TRUE,high
الصندوق القومي للتأمين الصحي الولايات بالظبط,The National Health Insurance Fund states exactly,The National Health Insurance Fund states exactly,hospital,32.5301051,15.6031233,TRUE,TRUE,high
مستشفي الكويتي للاطفال,Kuwaiti Children's Hospital,Kuwaiti Children's Hospital,hospital,36.3640135,15.4540904,TRUE,TRUE,high
مجمع عيادات فتح الرحمن البشير,Fath Al-Rahman Al-Bashir Clinics Complex,Fath Al-Rahman Al-Bashir Clinics Complex,hospital,32.5275709,15.6003527,TRUE,TRUE,high
اوتاد للاطراف الصناعية,Pegs for prosthetic limbs,Pegs for prosthetic limbs,hospital,32.5670624,15.5874376,TRUE,TRUE,high
مركز النزف المعوي بن سيناء,Ben Sinai Gastrointestinal Bleeding Center,Ben Sinai Gastrointestinal Bleeding Center,hospital,32.5426759,15.5761076,TRUE,TRUE,high
مستشفى الشعب التعليمي,People's Teaching Hospital,People's Teaching Hospital,hospital,32.5350627,15.5988147,TRUE,TRUE,high
مستشفى الوفاق القطري,Al-Wefaq Qatari Hospital,Al-Wefaq Qatari Hospital,hospital,30.8067732,18.1698631,TRUE,TRUE,high
مركز التضامن الصحي,Solidarity Health Centre,Solidarity Health Centre,hospital,26.1480727,11.4583492,TRUE,TRUE,high
مستشفى امبدة النموذجي,Imbada Model Hospital,Imbada Model Hospital,hospital,32.4190731,15.6639477,TRUE,TRUE,high
مستشفى براءة للأطفال,Baraa Children's Hospital,Baraa Children's Hospital,hospital,32.5300615,15.6009015,TRUE,TRUE,high
مجمع مكة لطب العيون الخرطوم,"Mecca Ophthalmology Complex, Khartoum","Mecca Ophthalmology Complex, Khartoum",hospital,32.5665128,15.5768097,TRUE,TRUE,high
مستشفى الفيصل,Al-Faisal Hospital,Al-Faisal Hospital,hospital,32.5640269,15.5767584,TRUE,TRUE,high
مستشفى بن سيناء,Ibn Sina Hospital,Ibn Sina Hospital,hospital,32.5422459,15.5772174,TRUE,TRUE,high
مسجد مستشفى بشائر التعليمي,Bashaer Teaching Hospital Mosque,Bashaer Teaching Hospital Mosque,hospital,32.5510635,15.4899378,TRUE,TRUE,high
عيادة جامعة الخرطوم,University of Khartoum Clinic,University of Khartoum Clinic,hospital,32.54529,15.6112608,TRUE,TRUE,high
مستشفى شرق النيل,East Nile Hospital,East Nile Hospital,hospital,32.6046896,15.5982251,TRUE,TRUE,high
مركز سفانة للعلاج الطبيعي,Savana Physical Therapy Centre,Savana Physical Therapy Centre,hospital,32.5705643,15.5770626,TRUE,TRUE,high
مجمع المعلم الطبي التخصصي للسكري,Al-Muallem Specialized Medical Complex for Diabetes,Al-Muallem Specialized Medical Complex for Diabetes,hospital,32.5284389,15.5832583,TRUE,TRUE,high
مستشفى عمر محمد الفكي,Omar Muhammad Al-Faki Hospital,Omar Muhammad Al-Faki Hospital,hospital,32.5820848,15.7801458,TRUE,TRUE,high
مستشفى كريمة,Karima Hospital,Karima Hospital,hospital,31.8454635,18.5498206,TRUE,TRUE,high
مركز صحي الانقاذ بحري,Marine rescue health center,Marine rescue health center,hospital,32.535416,15.6233957,TRUE,TRUE,high
مستشفى التميز للطوارئ والاصابات,Excellence Hospital for Emergency and Injury,Excellence Hospital for Emergency and Injury,hospital,32.5418369,15.5522881,TRUE,TRUE,high
مستشفى امدرمان التعليمي,Omdurman Teaching Hospital,Omdurman Teaching Hospital,hospital,32.4878867,15.642411,TRUE,TRUE,high
مركز صحي الشهيد ابراهيم شمس الدين,Martyr Ibrahim Shams El-Din Health Center,Martyr Ibrahim Shams El-Din Health Center,hospital,32.6055718,15.6064852,TRUE,TRUE,high
صيدلية المتطورة,Advanced Pharmacy,Advanced Pharmacy,pharmacy,32.5144386,15.5253124,TRUE,TRUE,high
الترا لاب فرع بحري ١,Ultra Lab Bahri Branch 1,Ultra Lab Bahri Branch 1,clinic,32.5302118,15.6242731,TRUE,TRUE,high
صيدلية بيت الحمد,Beit Al-Hamd Pharmacy,Beit Al-Hamd Pharmacy,pharmacy,32.5768952,15.5724769,TRUE,TRUE,high
Al-Nozha Diagnostic Center,Al-Nozha Diagnostic Center,Al-Nozha Diagnostic Center,clinic,32.5758104,15.5726736,TRUE,TRUE,high
Dentals Center,Dentals Center,Dentals Center,dental_clinic,32.5749314,15.5725407,TRUE,TRUE,high
مستشفى دريم التخصصي,Dream Specialized Hospital,Dream Specialized Hospital,hospital,32.5726418,15.5966226,TRUE,TRUE,high
Dentistry Educational Clinics,Dentistry Educational Clinics,Dentistry Educational Clinics,dental_clinic,32.4789176,15.6151166,TRUE,TRUE,high
Dentistry Educational Clinics - Karary Uni.,Dentistry Educational Clinics - Karary Uni.,Dentistry Educational Clinics - Karary Uni.,dental_clinic,32.4788332,15.614848,TRUE,TRUE,high
صيدلية سدن,Sadan Pharmacy,Sadan Pharmacy,pharmacy,32.5703427,15.5961822,TRUE,TRUE,high
صيدلية مقرات,Maqarat Pharmacy,Maqarat Pharmacy,pharmacy,32.5678313,15.5957221,TRUE,TRUE,high
صيدلية الرقية,Al-Raqya Pharmacy,Al-Raqya Pharmacy,pharmacy,32.5646389,15.5949276,TRUE,TRUE,high
مستشفى عطبرة التعليمي,Atbara Teaching Hospital,Atbara Teaching Hospital,hospital,33.9772098,17.7026071,TRUE,TRUE,high
العثمة قرية,Al-Atama village,Al-Atama village,clinic,34.8529902,13.2867502,TRUE,TRUE,high
MTI Clinic,MTI Clinic,MTI Clinic,clinic,34.3333338,14.1405279,TRUE,TRUE,high
مستشفى علياء التخصصي,Alia Specialized Hospital,Alia Specialized Hospital,hospital,32.4844168,15.6173039,TRUE,TRUE,high
,,Unnamed Pharmacy,pharmacy,32.5585318,15.5967225,FALSE,TRUE,medium
صيدلية فارما 2,Pharma Pharmacy 2,Pharma Pharmacy 2,pharmacy,32.460186,15.5960627,TRUE,TRUE,high
مركز التأمين الصحي مورني,Morni Health Insurance Center,Morni Health Insurance Center,clinic,22.8767838,12.9497179,TRUE,TRUE,high
ابوعاقلة,Abu Aqilah,Abu Aqilah,clinic,32.5636888,15.6078544,TRUE,TRUE,high
صيدلية علاء الدين,Aladdin Pharmacy,Aladdin Pharmacy,pharmacy,32.5307316,15.6234578,TRUE,TRUE,high
مركز صحى حاجة سكينة,Hajja Sakina Health Center,Hajja Sakina Health Center,other,32.5017079,15.646511,TRUE,TRUE,high
مستشفى الدبة,Al-Dabba Hospital,Al-Dabba Hospital,clinic,30.9554371,18.0451058,TRUE,TRUE,high
عيادة بنج,Bing Clinic,Bing Clinic,clinic,28.4703751,9.7155914,TRUE,TRUE,high
Dr. Samir Louis,Dr. Samir Louis,Dr. Samir Louis,clinic,32.4928205,15.6423642,TRUE,TRUE,high
مستشفى الشرطة - دنقلا,Police Hospital - Dongola,Police Hospital - Dongola,clinic,30.4660215,19.1704144,TRUE,TRUE,high
,,Unnamed Hospital,hospital,30.8068606,18.1703262,FALSE,TRUE,medium
معمل الترا لاب فرع بحري 2,"Ultra Lab, Bahri Branch 2","Ultra Lab, Bahri Branch 2",clinic,32.5310923,15.638759,TRUE,TRUE,high
,,Unnamed Other,other,24.7715241,13.3261671,FALSE,TRUE,medium
مركز العقيدات الطبي,Al Aqeedat Medical Center,Al Aqeedat Medical Center,clinic,32.4010879,15.511063,TRUE,TRUE,high
مركز البلسم الطبي,Al Balsam Medical Center,Al Balsam Medical Center,clinic,32.4303749,15.5544393,TRUE,TRUE,high
محمد عبدالمجيد,Muhammad Abdel Majeed,Muhammad Abdel Majeed,clinic,28.4176601,12.6904274,TRUE,TRUE,high
مستشفي قولو,Golo Hospital,Golo Hospital,other,24.2799731,13.1271861,TRUE,TRUE,high
,,Unnamed Hospital,hospital,32.532167,15.5390143,FALSE,TRUE,medium
مركز السليمانية غرب الصحي,Sulaymaniyah West Health Center,Sulaymaniyah West Health Center,other,32.4733718,15.3124319,TRUE,TRUE,high
القمسيون الطبي الخرطوم,"Medical Commission, Khartoum","Medical Commission, Khartoum",clinic,32.5275766,15.6003422,TRUE,TRUE,high
,,Unnamed Pharmacy,pharmacy,36.3981604,15.4570437,FALSE,TRUE,medium
,,Unnamed Pharmacy,pharmacy,36.3982221,15.4570437,FALSE,TRUE,medium
